c28992r1000,aantal_inwoners,geometry,0-4,4-8,8-12,12-16,16-20,20-0,Total
391,0,"POLYGON ((91000 434000, 91000 435000, 90000 435000, 90000 434000, 91000 434000))",0.0,0.020512820512820513,0.025641025641025644,0.015384615384615385,0.020512820512820513,0.005128205128205128,0.08717948717948718
392,10115,"POLYGON ((91000 435000, 91000 436000, 90000 436000, 90000 435000, 91000 435000))",0.13846153846153847,0.06153846153846154,0.14871794871794872,0.21025641025641026,0.23589743589743592,0.1641025641025641,0.958974358974359
393,17370,"POLYGON ((91000 436000, 91000 437000, 90000 437000, 90000 436000, 91000 436000))",0.23076923076923075,0.22051282051282053,0.6051282051282051,0.8256410256410257,0.7025641025641026,0.5641025641025641,3.148717948717949
394,9150,"POLYGON ((91000 437000, 91000 438000, 90000 438000, 90000 437000, 91000 437000))",0.12820512820512822,0.08205128205128205,0.26666666666666666,0.24615384615384617,0.3384615384615384,0.23076923076923075,1.2923076923076924
395,1950,"POLYGON ((91000 438000, 91000 439000, 90000 439000, 90000 438000, 91000 438000))",0.0,0.020512820512820513,0.05641025641025641,0.07692307692307693,0.041025641025641026,0.03076923076923077,0.22564102564102564
396,1080,"POLYGON ((91000 439000, 91000 440000, 90000 440000, 90000 439000, 91000 439000))",0.005128205128205128,0.041025641025641026,0.07692307692307693,0.1076923076923077,0.06153846153846154,0.046153846153846156,0.3384615384615385
397,1795,"POLYGON ((91000 440000, 91000 441000, 90000 441000, 90000 440000, 91000 440000))",0.010256410256410256,0.010256410256410256,0.05641025641025641,0.06666666666666667,0.046153846153846156,0.0358974358974359,0.22564102564102564
398,0,"POLYGON ((91000 441000, 91000 442000, 90000 442000, 90000 441000, 91000 441000))",0.0,0.0,0.0,0.005128205128205128,0.0,0.010256410256410256,0.015384615384615385
399,20,"POLYGON ((91000 442000, 91000 443000, 90000 443000, 90000 442000, 91000 442000))",0.0,0.005128205128205128,0.010256410256410256,0.010256410256410256,0.010256410256410256,0.010256410256410256,0.04615384615384615
401,3950,"POLYGON ((92000 431000, 92000 432000, 91000 432000, 91000 431000, 92000 431000))",0.046153846153846156,0.06153846153846154,0.22051282051282053,0.19487179487179487,0.19487179487179487,0.0717948717948718,0.7897435897435897
402,5410,"POLYGON ((92000 432000, 92000 433000, 91000 433000, 91000 432000, 92000 432000))",0.07692307692307693,0.05128205128205129,0.19487179487179487,0.24615384615384617,0.24102564102564106,0.1641025641025641,0.9743589743589743
403,7575,"POLYGON ((92000 433000, 92000 434000, 91000 434000, 91000 433000, 92000 433000))",0.1692307692307692,0.13333333333333333,0.27692307692307694,0.38974358974358975,0.22051282051282053,0.18461538461538463,1.3743589743589744
404,6160,"POLYGON ((92000 434000, 92000 435000, 91000 435000, 91000 434000, 92000 434000))",0.0717948717948718,0.08205128205128205,0.20000000000000004,0.38974358974358975,0.3230769230769231,0.22564102564102564,1.2923076923076924
405,3785,"POLYGON ((92000 435000, 92000 436000, 91000 436000, 91000 435000, 92000 435000))",0.041025641025641026,0.08717948717948719,0.14871794871794872,0.29743589743589743,0.1641025641025641,0.12307692307692308,0.8615384615384615
406,11155,"POLYGON ((92000 436000, 92000 437000, 91000 437000, 91000 436000, 92000 436000))",0.09743589743589744,0.09743589743589744,0.4153846153846154,0.48205128205128206,0.35384615384615387,0.23076923076923075,1.6769230769230772
407,11320,"POLYGON ((92000 437000, 92000 438000, 91000 438000, 91000 437000, 92000 437000))",0.34358974358974365,0.3128205128205128,1.2769230769230768,1.6102564102564105,1.0923076923076922,0.7076923076923077,5.343589743589744
408,16585,"POLYGON ((92000 438000, 92000 439000, 91000 439000, 91000 438000, 92000 438000))",0.13846153846153847,0.11282051282051282,0.37948717948717947,0.36923076923076925,0.4102564102564103,0.29743589743589743,1.7076923076923078
409,4235,"POLYGON ((92000 439000, 92000 440000, 91000 440000, 91000 439000, 92000 439000))",0.041025641025641026,0.046153846153846156,0.08205128205128205,0.18461538461538463,0.09230769230769231,0.06666666666666667,0.5128205128205129
410,3845,"POLYGON ((92000 440000, 92000 441000, 91000 441000, 91000 440000, 92000 440000))",0.07692307692307693,0.09743589743589744,0.39487179487179486,0.36410256410256414,0.20000000000000004,0.13846153846153847,1.2717948717948717
411,5060,"POLYGON ((92000 441000, 92000 442000, 91000 442000, 91000 441000, 92000 441000))",0.09230769230769231,0.1076923076923077,0.2717948717948718,0.22564102564102564,0.17948717948717952,0.11282051282051282,0.9897435897435898
412,550,"POLYGON ((92000 442000, 92000 443000, 91000 443000, 91000 442000, 92000 442000))",0.005128205128205128,0.015384615384615385,0.015384615384615385,0.06666666666666667,0.020512820512820513,0.005128205128205128,0.1282051282051282
415,3580,"POLYGON ((93000 431000, 93000 432000, 92000 432000, 92000 431000, 93000 431000))",0.005128205128205128,0.03076923076923077,0.0717948717948718,0.11794871794871796,0.08205128205128205,0.05641025641025641,0.36410256410256414
416,5400,"POLYGON ((93000 432000, 93000 433000, 92000 433000, 92000 432000, 93000 432000))",0.06153846153846154,0.10256410256410257,0.23076923076923075,0.23076923076923075,0.20000000000000004,0.15384615384615385,0.9794871794871796
417,11730,"POLYGON ((93000 433000, 93000 434000, 92000 434000, 92000 433000, 93000 433000))",0.2512820512820513,0.15384615384615385,0.5230769230769231,0.6307692307692307,0.558974358974359,0.3333333333333333,2.4512820512820515
418,6955,"POLYGON ((93000 434000, 93000 435000, 92000 435000, 92000 434000, 93000 434000))",0.0717948717948718,0.07692307692307693,0.24615384615384617,0.36923076923076925,0.25641025641025644,0.25641025641025644,1.276923076923077
419,3450,"POLYGON ((93000 435000, 93000 436000, 92000 436000, 92000 435000, 93000 435000))",0.046153846153846156,0.046153846153846156,0.10256410256410257,0.18461538461538463,0.1692307692307692,0.13333333333333333,0.6820512820512821
420,6965,"POLYGON ((93000 436000, 93000 437000, 92000 437000, 92000 436000, 93000 436000))",0.3128205128205128,0.3230769230769231,1.205128205128205,1.3794871794871792,0.8717948717948718,0.5282051282051282,4.62051282051282
421,8860,"POLYGON ((93000 437000, 93000 438000, 92000 438000, 92000 437000, 93000 437000))",0.5282051282051282,0.4461538461538462,1.4615384615384617,2.071794871794872,1.5948717948717948,1.082051282051282,7.184615384615384
422,15890,"POLYGON ((93000 438000, 93000 439000, 92000 439000, 92000 438000, 93000 438000))",0.26666666666666666,0.25641025641025644,0.6102564102564103,0.8769230769230769,0.6512820512820513,0.4051282051282052,3.0666666666666664
423,12450,"POLYGON ((93000 439000, 93000 440000, 92000 440000, 92000 439000, 93000 439000))",0.2153846153846154,0.11794871794871796,0.36923076923076925,0.6051282051282051,0.4000000000000001,0.2153846153846154,1.9230769230769234
424,4225,"POLYGON ((93000 440000, 93000 441000, 92000 441000, 92000 440000, 93000 440000))",0.0358974358974359,0.020512820512820513,0.12307692307692308,0.23076923076923075,0.18461538461538463,0.11794871794871796,0.7128205128205128
425,5970,"POLYGON ((93000 441000, 93000 442000, 92000 442000, 92000 441000, 93000 441000))",0.08205128205128205,0.07692307692307693,0.20000000000000004,0.27692307692307694,0.26666666666666666,0.11794871794871796,1.0205128205128207
426,1080,"POLYGON ((93000 442000, 93000 443000, 92000 443000, 92000 442000, 93000 442000))",0.015384615384615385,0.041025641025641026,0.041025641025641026,0.07692307692307693,0.05128205128205129,0.0358974358974359,0.26153846153846155
428,3595,"POLYGON ((94000 431000, 94000 432000, 93000 432000, 93000 431000, 94000 431000))",0.07692307692307693,0.05641025641025641,0.1692307692307692,0.24615384615384617,0.24615384615384617,0.15384615384615385,0.9487179487179488
429,4935,"POLYGON ((94000 432000, 94000 433000, 93000 433000, 93000 432000, 94000 432000))",0.13846153846153847,0.07692307692307693,0.24615384615384617,0.2871794871794872,0.23589743589743592,0.20000000000000004,1.1846153846153846
430,7940,"POLYGON ((94000 433000, 94000 434000, 93000 434000, 93000 433000, 94000 433000))",0.15384615384615385,0.24102564102564106,0.8153846153846155,0.9025641025641026,0.5538461538461539,0.517948717948718,3.184615384615385
431,14345,"POLYGON ((94000 434000, 94000 435000, 93000 435000, 93000 434000, 94000 434000))",0.19487179487179487,0.18974358974358974,0.34871794871794876,0.5230769230769231,0.46666666666666673,0.4000000000000001,2.123076923076923
432,8330,"POLYGON ((94000 435000, 94000 436000, 93000 436000, 93000 435000, 94000 435000))",0.13333333333333333,0.10256410256410257,0.517948717948718,0.6615384615384615,0.47692307692307695,0.34358974358974365,2.235897435897436
433,5430,"POLYGON ((94000 436000, 94000 437000, 93000 437000, 93000 436000, 94000 436000))",0.0717948717948718,0.05128205128205129,0.17948717948717952,0.23076923076923075,0.18461538461538463,0.12820512820512822,0.8461538461538461
434,13155,"POLYGON ((94000 437000, 94000 438000, 93000 438000, 93000 437000, 94000 437000))",0.24102564102564106,0.11282051282051282,0.7230769230769232,0.923076923076923,0.6205128205128205,0.35897435897435903,2.9794871794871796
435,16095,"POLYGON ((94000 438000, 94000 439000, 93000 439000, 93000 438000, 94000 438000))",0.39487179487179486,0.2717948717948718,0.7794871794871795,0.8512820512820513,0.7999999999999999,0.6153846153846154,3.7128205128205125
436,2760,"POLYGON ((94000 439000, 94000 440000, 93000 440000, 93000 439000, 94000 439000))",0.12307692307692308,0.041025641025641026,0.22564102564102564,0.2820512820512821,0.158974358974359,0.12820512820512822,0.958974358974359
437,1465,"POLYGON ((94000 440000, 94000 441000, 93000 441000, 93000 440000, 94000 440000))",0.0,0.005128205128205128,0.0358974358974359,0.0358974358974359,0.0,0.015384615384615385,0.09230769230769231
438,5765,"POLYGON ((94000 441000, 94000 442000, 93000 442000, 93000 441000, 94000 441000))",0.1692307692307692,0.08205128205128205,0.5794871794871795,0.5076923076923077,0.4102564102564103,0.23589743589743592,1.984615384615385
439,2715,"POLYGON ((94000 442000, 94000 443000, 93000 443000, 93000 442000, 94000 442000))",0.025641025641025644,0.015384615384615385,0.07692307692307693,0.12307692307692308,0.08717948717948719,0.08717948717948719,0.41538461538461546
442,3640,"POLYGON ((95000 432000, 95000 433000, 94000 433000, 94000 432000, 95000 432000))",0.06666666666666667,0.12820512820512822,0.37435897435897436,0.44102564102564107,0.3282051282051282,0.17948717948717952,1.5179487179487179
443,8560,"POLYGON ((95000 433000, 95000 434000, 94000 434000, 94000 433000, 95000 433000))",0.18461538461538463,0.317948717948718,0.7025641025641026,0.7794871794871795,0.49230769230769234,0.4307692307692308,2.907692307692308
444,15975,"POLYGON ((95000 434000, 95000 435000, 94000 435000, 94000 434000, 95000 434000))",0.35384615384615387,0.3282051282051282,1.3743589743589741,1.7128205128205127,1.0769230769230769,0.7333333333333334,5.579487179487179
445,9690,"POLYGON ((95000 435000, 95000 436000, 94000 436000, 94000 435000, 95000 435000))",0.24615384615384617,0.2153846153846154,0.4153846153846154,0.6,0.6051282051282051,0.5282051282051282,2.6102564102564103
446,5735,"POLYGON ((95000 436000, 95000 437000, 94000 437000, 94000 436000, 95000 436000))",0.08205128205128205,0.12307692307692308,0.1641025641025641,0.20000000000000004,0.25641025641025644,0.23076923076923075,1.0564102564102567
447,14525,"POLYGON ((95000 437000, 95000 438000, 94000 438000, 94000 437000, 95000 437000))",0.19487179487179487,0.09743589743589744,0.24615384615384617,0.36923076923076925,0.22051282051282053,0.27692307692307694,1.4051282051282055
448,7190,"POLYGON ((95000 438000, 95000 439000, 94000 439000, 94000 438000, 95000 438000))",0.13846153846153847,0.1076923076923077,0.4461538461538461,0.5025641025641026,0.4512820512820513,0.3025641025641026,1.9487179487179487
449,0,"POLYGON ((95000 439000, 95000 440000, 94000 440000, 94000 439000, 95000 439000))",0.0,0.0,0.005128205128205128,0.010256410256410256,0.005128205128205128,0.010256410256410256,0.03076923076923077
450,1055,"POLYGON ((95000 440000, 95000 441000, 94000 441000, 94000 440000, 95000 440000))",0.0,0.010256410256410256,0.010256410256410256,0.010256410256410256,0.010256410256410256,0.005128205128205128,0.046153846153846156
451,5510,"POLYGON ((95000 441000, 95000 442000, 94000 442000, 94000 441000, 95000 441000))",0.015384615384615385,0.09230769230769231,0.34871794871794876,0.25641025641025644,0.1435897435897436,0.13846153846153847,0.9948717948717951
452,850,"POLYGON ((95000 442000, 95000 443000, 94000 443000, 94000 442000, 95000 442000))",0.0,0.0,0.010256410256410256,0.015384615384615385,0.005128205128205128,0.020512820512820513,0.05128205128205128
453,2990,"POLYGON ((96000 431000, 96000 432000, 95000 432000, 95000 431000, 96000 431000))",0.025641025641025644,0.041025641025641026,0.08717948717948719,0.13333333333333333,0.12307692307692308,0.09230769230769231,0.5025641025641026
454,7710,"POLYGON ((96000 432000, 96000 433000, 95000 433000, 95000 432000, 96000 432000))",0.13333333333333333,0.2153846153846154,0.6307692307692307,0.7487179487179487,0.4102564102564103,0.3025641025641026,2.4410256410256412
455,3050,"POLYGON ((96000 433000, 96000 434000, 95000 434000, 95000 433000, 96000 433000))",0.025641025641025644,0.046153846153846156,0.12307692307692308,0.1692307692307692,0.12820512820512822,0.0717948717948718,0.5641025641025641
456,2500,"POLYGON ((96000 434000, 96000 435000, 95000 435000, 95000 434000, 96000 434000))",0.015384615384615385,0.041025641025641026,0.12820512820512822,0.09743589743589744,0.11794871794871796,0.22051282051282053,0.6205128205128205
457,1935,"POLYGON ((96000 435000, 96000 436000, 95000 436000, 95000 435000, 96000 435000))",0.010256410256410256,0.0358974358974359,0.06666666666666667,0.041025641025641026,0.05128205128205129,0.025641025641025644,0.23076923076923078
458,4025,"POLYGON ((96000 436000, 96000 437000, 95000 437000, 95000 436000, 96000 436000))",0.05641025641025641,0.11282051282051282,0.3076923076923077,0.2820512820512821,0.158974358974359,0.13333333333333333,1.0512820512820513
459,3825,"POLYGON ((96000 437000, 96000 438000, 95000 438000, 95000 437000, 96000 437000))",0.05128205128205129,0.05128205128205129,0.12820512820512822,0.20512820512820515,0.13846153846153847,0.10256410256410257,0.6769230769230768
460,290,"POLYGON ((96000 438000, 96000 439000, 95000 439000, 95000 438000, 96000 438000))",0.015384615384615385,0.0,0.020512820512820513,0.005128205128205128,0.0,0.0,0.041025641025641026
461,0,"POLYGON ((96000 439000, 96000 440000, 95000 440000, 95000 439000, 96000 439000))",0.0,0.0,0.025641025641025644,0.015384615384615385,0.025641025641025644,0.005128205128205128,0.0717948717948718
462,2020,"POLYGON ((96000 440000, 96000 441000, 95000 441000, 95000 440000, 96000 440000))",0.05128205128205129,0.046153846153846156,0.07692307692307693,0.08717948717948719,0.046153846153846156,0.025641025641025644,0.33333333333333337
463,1335,"POLYGON ((96000 441000, 96000 442000, 95000 442000, 95000 441000, 96000 441000))",0.041025641025641026,0.0358974358974359,0.15384615384615385,0.13846153846153847,0.1435897435897436,0.05641025641025641,0.5692307692307693
464,425,"POLYGON ((96000 442000, 96000 443000, 95000 443000, 95000 442000, 96000 442000))",0.010256410256410256,0.025641025641025644,0.06153846153846154,0.11282051282051282,0.09743589743589744,0.03076923076923077,0.3384615384615385
465,470,"POLYGON ((97000 431000, 97000 432000, 96000 432000, 96000 431000, 97000 431000))",0.005128205128205128,0.020512820512820513,0.041025641025641026,0.025641025641025644,0.03076923076923077,0.005128205128205128,0.12820512820512822
466,4235,"POLYGON ((97000 432000, 97000 433000, 96000 433000, 96000 432000, 97000 432000))",0.1076923076923077,0.11794871794871796,0.35897435897435903,0.3025641025641026,0.21025641025641026,0.17435897435897438,1.271794871794872
467,5090,"POLYGON ((97000 433000, 97000 434000, 96000 434000, 96000 433000, 97000 433000))",0.11794871794871796,0.12307692307692308,0.3128205128205128,0.35384615384615387,0.24615384615384617,0.1692307692307692,1.3230769230769233
468,3520,"POLYGON ((97000 434000, 97000 435000, 96000 435000, 96000 434000, 97000 434000))",0.06153846153846154,0.09743589743589744,0.2153846153846154,0.22564102564102564,0.18974358974358974,0.09743589743589744,0.8871794871794871
469,0,"POLYGON ((97000 435000, 97000 436000, 96000 436000, 96000 435000, 97000 435000))",0.005128205128205128,0.005128205128205128,0.041025641025641026,0.041025641025641026,0.0358974358974359,0.010256410256410256,0.13846153846153847
470,930,"POLYGON ((97000 436000, 97000 437000, 96000 437000, 96000 436000, 97000 436000))",0.0,0.05128205128205129,0.0358974358974359,0.07692307692307693,0.06666666666666667,0.025641025641025644,0.25641025641025644
471,1725,"POLYGON ((97000 437000, 97000 438000, 96000 438000, 96000 437000, 97000 437000))",0.010256410256410256,0.041025641025641026,0.06666666666666667,0.12820512820512822,0.12307692307692308,0.05641025641025641,0.4256410256410257
472,2885,"POLYGON ((97000 438000, 97000 439000, 96000 439000, 96000 438000, 97000 438000))",0.03076923076923077,0.05128205128205129,0.05128205128205129,0.11794871794871796,0.08717948717948719,0.046153846153846156,0.3846153846153847
473,4275,"POLYGON ((97000 439000, 97000 440000, 96000 440000, 96000 439000, 97000 439000))",0.11794871794871796,0.1435897435897436,0.34871794871794876,0.34358974358974365,0.23076923076923075,0.17435897435897438,1.3589743589743593
474,1480,"POLYGON ((97000 440000, 97000 441000, 96000 441000, 96000 440000, 97000 440000))",0.03076923076923077,0.07692307692307693,0.1641025641025641,0.21025641025641026,0.1076923076923077,0.08717948717948719,0.6769230769230771
475,8520,"POLYGON ((97000 441000, 97000 442000, 96000 442000, 96000 441000, 97000 441000))",0.22051282051282053,0.1435897435897436,0.5333333333333333,0.7384615384615385,0.6051282051282051,0.35384615384615387,2.594871794871795
