,0-4,4-8,8-12,12-16,16-20,20-0
37,-1.312523082687822,-1.1113334130787398,0.6706322320302736,1.5328736732120551,0.4407011810484661,-0.22035059052423306
38,-1.1430816911527908,-1.370614539628702,0.9697233304092395,1.002228023048656,0.8722092524909923,-0.33046437516739413
39,-1.1417627490461346,-1.0007214682816121,0.9940052168166351,1.558170339874725,0.10746002343963627,-0.5171513628032492
40,-0.7639832897933609,-1.2954499261713515,-0.09964999432087283,1.8933498920965908,0.3653833125098685,-0.09964999432087283
41,-1.4120271963724957,-1.1232034516599398,0.3209152719028404,1.2836610876113606,0.9948373428988041,-0.06418305438056778
42,-1.249024580421098,-1.136612368183199,0.9992196643368783,1.0366904017495113,0.8868074520989798,-0.537080569581072
44,-0.2641352718976869,-1.8489469032838097,0.2641352718976876,-0.2641352718976869,1.3206763594884359,0.7924058156930613
45,-1.8735318138451456,-0.5510387687779842,0.9918697838003702,-0.11020775375559755,0.7714542762891768,0.7714542762891768
46,-1.4010381907248057,-0.934025460483204,1.2676059820843468,1.1341737734438897,0.3335805216011436,-0.4002966259213736
47,-1.2440973034669578,-1.2185336602450338,1.2867033755034973,1.056630586506183,0.36641221951424074,-0.24711521781193016
48,-1.3151918984428583,-1.1507929111375013,0.3287979746107145,1.643989873053573,0.3287979746107145,0.16439898730535737
49,-1.1943118508233148,-1.5727076847475334,0.4375201829748783,1.0287636734814694,0.6976673187977788,0.6030683603167234
50,-1.4344119579878711,-1.2712560954679237,0.8293756344763991,1.1352928767012997,0.5642473578814851,0.1767521843966095
51,-0.8920781247234257,-1.3938720698803528,0.4460390623617131,1.282362304289925,1.0732814938078714,-0.5157326658557305
52,-1.2118698526245164,-0.9589578833811389,1.1907938551875679,1.4437058244309453,-0.26344996796185144,-0.20022197565100716
53,-0.8719606278333442,-1.0884474043988643,1.0042581024011623,1.6176373026701354,-0.006013521571264422,-0.6554738512678242
54,-1.3646188584533174,-1.3646188584533174,0.8453391158560368,1.062712031361875,0.6279662003501987,0.19322036933852246
55,-0.9782400740023414,-0.9782400740023414,1.4385883441210898,1.2659577428265592,-0.11508706752968738,-0.6329788714132797
57,-1.1024145858410732,-0.8743288094601614,1.520571842539411,0.49418584882530836,0.8363145133966762,-0.8743288094601614
58,-1.016001016001524,-1.016001016001524,0.12700012700019056,1.6510016510024765,0.8890008890013337,-0.6350006350009525
60,-1.2755400473453404,-1.2443023319001485,1.098526326489252,1.1610017573796358,0.47377201758541176,-0.21345772220881196
61,-1.2473924836253076,-1.1386082554021701,-0.20306389268318978,1.2764016111514769,1.2111310742175945,0.10153194634159442
62,-0.9369599948634704,-1.3911196430287334,0.20457641809246058,1.751174138871464,0.253674758434651,0.11865432249362709
63,-1.0516547887314998,-1.3571881799840195,0.43615998606338013,1.63172543009498,0.43615998606338013,-0.09520243350621993
64,-1.3811222432122163,-1.3310513461773326,0.6717845352180265,1.1975289540843086,0.6217136381831427,0.22114646190407067
65,-1.0927176066021798,-1.2693845250348677,1.1058040450046012,1.2039523330227606,0.5365439744992738,-0.4841982208895888
66,-1.116312611302876,-1.364382080481293,0.8682431421244594,1.116312611302876,-0.3721042037676252,0.8682431421244594
67,-0.9455601169964635,-1.0178322278496965,1.4755555965868377,1.2226032086005225,-0.11443084218428555,-0.6203356181569157
71,-0.9218357071993356,-1.4940095944265095,-0.3814492581514493,1.2079226508129228,0.9536231453786229,0.6357487635857489
72,-1.2333396776895567,-0.971722170300863,0.2429305425752157,1.6818268332130324,0.6914176980986914,-0.41111322589651894
73,-1.1287064387753893,-1.3392423548163945,0.7661168055936579,1.40942099349673,0.5438844497725971,-0.25147345527120063
74,-0.984628908671808,-1.2932439397480462,0.6686659006651834,1.4622474091469388,0.6907098314563432,-0.5437502928486102
75,-1.368348884554737,-1.1713066451788547,1.390242466707613,0.8647964950385938,0.2736697769109471,0.010946791076437855
76,-1.5367521409964402,-1.2360832438449627,0.9688220019325384,0.7683760704982203,0.6681531047810613,0.36748420762958384
80,-1.2079143479404069,-1.5530327330662375,0.43139798140728797,1.0353551553774916,0.7765163665331186,0.5176775776887452
81,-1.394341170800276,-1.2334556510925516,0.1944033363135002,1.260269904377173,0.918388174998259,0.254735406203897
82,-1.1430480684243958,-1.5072049751790706,0.19219392300941165,0.7384292831414245,1.284664643273436,0.4349651941791953
83,-1.1580469214992017,-0.9294850290980435,1.066622164538738,1.432321192380591,0.30474918986821076,-0.7161605961902958
84,-1.0186419554067496,-1.0186419554067496,1.1001333118392898,1.4260987375694498,0.28521974751389,-0.7741678861091297
85,-1.1149925019616898,-0.791285001392167,0.9351550016452884,0.6114475010757655,1.3667650024046525,-1.0070900017718487
86,-1.0879368351963494,-0.7443778346080285,1.6605351695102182,0.9734171683335759,-0.7443778346080285,-0.05725983343138662
92,-1.2000384018432981,-0.6240199689585149,-0.04800153607373177,1.1040353296958347,1.5360491543594221,-0.7680245771797107
93,-0.9874406319167052,-1.698397886896733,1.1454311330233782,0.43447387804335036,0.6714596297033594,0.43447387804335036
94,-1.1413892679878517,-1.025315783107731,1.4122273993747998,1.0059702022943777,0.42560277789377526,-0.6770953284673696
95,-1.0256057819245232,-0.6311420196458605,1.8934260589375809,0.7100347721015929,-0.5522492671901278,-0.3944637622786628
96,-0.8459491123463401,-0.9831300494835843,1.8976696303985467,0.38867932188885906,0.25149838475161485,-0.7087681752090956
97,-0.8481853018324791,-1.3746451443491903,0.38022099737318,1.7841139107510764,0.20473438320094292,-0.14623884514353103
98,-0.41863794854117437,-1.3051653689813083,-0.8619016587612415,0.024625761678892515,1.0589077521923818,1.5021714624124487
99,-1.0672597535441124,-1.1673153554388727,0.7337410805615768,1.534185895719661,0.533629876772056,-0.5669817440703097
100,-0.6201736729460423,-0.9922778767136676,-0.6201736729460423,1.9845557534273353,0.4961389383568338,-0.2480694691784169
102,-1.2247448713915892,-0.6123724356957946,0.6123724356957944,0.0,1.8371173070873836,-0.6123724356957946
103,-1.2380515008928505,-1.060583367659063,1.1704445929942646,1.1957971834562346,0.4859246505210849,-0.5535315584196704
104,-0.9798040587804069,-1.2197560731756087,1.6596680995668116,0.5798840347884043,0.45990802759080324,-0.4999000299900034
106,-1.268031046765934,-0.9372403389139512,-0.27565892320998553,1.7090853239019108,0.7167132003459625,0.05513178464199715
107,-1.0860901604998978,-1.1819216452498889,1.4055284429998676,1.1180339887498951,0.1597191412499852,-0.4152697672499608
108,-1.7811332050190396,-0.8780234109248789,0.4766412802163626,0.9281961772634431,0.9281961772634431,0.32612298120066885
109,-1.1106649550317893,0.939793423488437,-0.5980503604017328,0.42717882885838054,1.452408018118494,-1.1106649550317893
110,-1.8516401995451026,-0.46291004988627554,1.3887301496588274,0.4629100498862759,0.4629100498862759,0.0
111,-1.0740863394466176,-0.8661986608440465,1.6284534823868069,1.0047904465790933,-0.034647946433762004,-0.6583109822414753
112,-0.7132564618053178,-1.4035046506491737,1.3574881047262501,1.2194384669574787,-0.43715718626777533,-0.02300827296146178
114,-1.0945409092309883,0.09950371902099857,1.2935483472729858,1.2935483472729858,-0.49751859510499485,-1.0945409092309883
115,-0.20851441405707485,-2.0851441405707476,0.41702882811414926,0.41702882811414926,0.41702882811414926,1.0425720702853738
116,-0.9734171683335757,-1.059306918480656,1.0020470850492698,1.3456060856375902,0.5725983343138684,-0.8875274181864955
117,-1.0664650801845528,-1.3005671709567719,-0.28612477761048966,1.5866919485672617,0.4942155249635741,0.5722495552209802
118,-0.9919501068991623,-0.3306500356330542,2.116160228051546,0.06613000712661075,-0.2645200285064434,-0.5951700641394975
121,-0.989159571394798,-1.528701155791961,0.4496179869976353,1.3488539609929064,0.8093123765957438,-0.08992359739952725
122,-0.9566412362393993,-1.2509923858515222,1.03022902364243,1.545343535463645,-0.14717557480606147,-0.22076336220909232
123,-1.0998533626601497,-1.3198240351921797,1.5397947077242093,0.4399413450640598,0.6599120175960899,-0.21997067253203004
125,-0.06917144638660722,-1.7292861596651865,1.5909432668919719,-0.4842001247062522,0.34585723193303747,0.34585723193303747
126,-1.3228756555322951,-1.3228756555322951,0.0,0.5669467095138409,1.1338934190276817,0.9449111825230682
313,-0.7537783614444091,1.0552897060221726,0.15075567228888173,-0.7537783614444091,1.5075567228888183,-1.2060453783110545
317,-0.8593378488473195,-1.5038412354828092,0.0,1.5038412354828088,0.0,0.8593378488473193
318,-1.1382529070021923,-0.9653537312550236,0.8500876140902449,1.7145834928260868,-0.1873074403927658,-0.27375702826634996
319,-1.1664765896718803,-1.1198175260850052,1.3531128440193816,1.0731584624981296,0.37327250869500195,-0.5132496994556274
320,-1.0762764703941,0.53813823519705,1.950751102589306,-0.269069117598525,-0.6726727939963124,-0.4708709557974186
324,-1.0130515248466148,-1.5474083731173567,0.7236082320332966,1.3915542923717237,0.3228405958302398,0.1224567777287116
325,-1.349838604912422,-1.078362684371376,0.9577067196864671,1.1386906667138308,0.776722772659103,-0.44491886977560285
326,-1.2588809737903581,-1.2588809737903581,0.25177619475807145,1.4340296310133647,0.8429029128857182,-0.010946791076437857
327,-1.3339459376998313,-1.3339459376998313,1.212678125181665,0.48507125007266616,0.8488746876271658,0.12126781251816654
332,-0.6510129517894003,-1.0061109254927096,1.2132514101529734,1.568349383856283,-0.5622384583635731,-0.5622384583635731
333,-1.4678925438121728,-0.8996760752397187,0.66291921333453,1.08908156476387,1.08908156476387,-0.4735137238103782
334,-1.5501108353584705,-0.3577178850827239,0.596196475137873,0.8346750651930227,-0.8346750651930224,1.3116322453033207
335,-1.7371980724307585,1.469936830518334,-0.5345224838248488,-0.13363062095621225,0.668153104781061,0.2672612419124245
336,-1.510966203435579,0.1373605639486891,0.1373605639486891,0.1373605639486891,-0.6868028197434448,1.7856873313329575
337,-1.0475039081979456,-0.38592249249398,1.9296124624698996,-0.38592249249398,0.6064496310619685,-0.7167132003459628
343,-1.1550877340869388,-0.5677549879410377,1.429176348955026,-0.685221537170218,1.3117097997258456,-0.3328218894826774
344,-1.309307341415954,0.0,-0.6546536707079769,1.9639610121239315,0.0,0.0
356,-0.9284766908852593,-0.18569533817705172,0.18569533817705197,-0.18569533817705172,2.0426487199475707,-0.9284766908852593
357,-0.7548294124240688,-1.078327732034384,0.2156655464068769,1.8331571444584531,0.5391638660171924,-0.7548294124240688
363,-0.9648363026488436,-0.6030226891555273,1.7487657985510292,0.8442317648177383,-0.06030226891555263,-0.9648363026488436
364,-0.6726727939963124,-0.47087095579741856,0.9417419115948377,1.7489492643904125,-0.47087095579741856,-1.0762764703941
366,-1.7795130420052188,-0.8429272304235248,0.28097574347450827,1.123902973898033,0.4682929057908469,0.7492686492653552
367,-1.2730174216474315,-0.5338460155295679,-0.2874555468236136,1.9300586715299775,0.45171585929424996,-0.2874555468236136
368,-1.1541804732542906,-0.9126078160615322,1.2615460986732947,1.2615460986732947,0.2952554699022605,-0.7515593779330265
369,-1.0855214016438617,-1.3181331305675463,-0.31014897189824625,1.2405958875929841,0.31014897189824586,1.163058644618423
370,-1.0076482949781438,-1.0076482949781438,0.3066755680368265,1.883864203654791,0.3066755680368265,-0.4819187497721556
375,-1.1843130509275843,-0.5921565254637922,0.7895420339517227,0.39477101697586114,1.5790840679034457,-0.9869275424396536
376,-0.4975185951049944,-0.4975185951049944,0.6965260331469925,1.8905706613989797,-0.4975185951049944,-1.094540909230988
378,-0.9015037604471398,-0.7011695914588865,1.1018379294353935,1.5025062674119003,0.10016708449412685,-1.1018379294353933
379,-1.0588869217693093,-1.432611717687889,0.5294434608846551,1.4637554506811041,0.6228746598642997,-0.12457493197285999
380,-1.4870782605680315,-1.0883086711419672,0.4569234878840316,1.4538474614491923,0.5067696865622895,0.15784629581448345
381,-1.0263269518308349,-0.9708498192994383,-0.4160784939854735,1.7475296747389895,0.8598955542366457,-0.19416996385988758
382,-0.3303139474460126,-1.7716838999377025,-0.15014270338455102,1.4713984931686006,0.7507135169227551,0.030028540676910104
383,-1.2654550128804027,-0.8513060995740891,-0.2991075484990043,1.6335873802637924,0.9433391914199363,-0.16105791073023323
388,-0.7298004491997616,-0.7298004491997616,2.0851441405707476,0.20851441405707474,-0.10425720702853743,-0.7298004491997616
389,-1.0501646210965665,-0.5809421308193773,0.4915664183856272,1.9662656735425081,-0.17875142486750062,-0.64797391514469
390,-0.6681531047810609,-1.0690449676496974,0.9354143466934853,-0.26726124191242434,1.7371980724307585,-0.6681531047810609
391,-1.5992254762521154,0.6585046078685183,1.222937128898677,0.09407208683835998,0.6585046078685183,-1.0347929552219568
392,-0.38388918073956474,-1.7658902314019975,-0.1996223739845739,0.9059784665453723,1.36664548343285,0.07677783614791266
393,-1.295285020661547,-1.3404693818474147,0.3539441626226317,1.3254079281187923,0.7831955938883772,0.1732067178791602
394,-1.0141349766622192,-1.5510299643069239,0.5965499862718935,0.3579299917631362,1.4317199670525442,0.17896499588156778
395,-1.521771820505364,-0.6917144638660745,0.7608859102526822,1.5909432668919719,0.138342892773215,-0.2766857855464297
396,-1.6151457061744965,-0.484543711852349,0.6460582824697988,1.6151457061744967,0.16151457061744975,-0.3230291412348993
397,-1.2728916546811682,-1.2728916546811682,0.8751130125933032,1.3524473830987411,0.39777864208786523,-0.07955572841757272
399,-1.9639610121239313,-0.6546536707079771,0.6546536707079773,0.6546536707079773,0.6546536707079773,0.6546536707079773
401,-1.1759010854794962,-0.964238890093187,1.2229371288986763,0.8701668032548272,0.8701668032548272,-0.8231307598356473
402,-1.136951056220063,-1.478036373086082,0.4320414013636239,1.114212035095662,1.0459949717224584,0.022739021124401182
403,-0.7075401016936776,-1.132064162709884,0.5660320813549423,1.9002505588344485,-0.10107715738481071,-0.5256012184010174
404,-1.2378398753486886,-1.1494227413952112,-0.13262570093021642,1.5030912772091218,0.9283799065115166,0.0884171339534777
405,-1.2847641737370694,-0.7066202955553879,0.06423820868685359,1.9271462606056042,0.256952834747414,-0.25695283474741365
406,-1.219614458572771,-1.219614458572771,0.910416426821927,1.3570358060175893,0.49815238448746935,-0.3263757001814461
407,-1.142937326222018,-1.2072275508220065,0.8071994866442999,1.5036769198108428,0.4214581390443688,-0.3821696684554873
408,-1.242757500495902,-1.4607851321618497,0.8067022371640058,0.7194911844976271,1.0683353951631436,0.10901381583297344
409,-0.9279797933227247,-0.8209052017854873,-0.07138306102482528,2.0701087697199236,0.1427661220496497,-0.3926068356365376
410,-1.0817858574089791,-0.9174639550177419,1.4652036296551998,1.218720776068344,-0.09585444306155479,-0.5888201502352671
411,-1.0914491905406039,-0.8603187737202407,1.6050723390302999,0.9116810885692106,0.2182898381081213,-0.7832753014467864
412,-0.7724598467726544,-0.28459046986360936,-0.28459046986360936,2.1547564146816156,-0.04065578140908694,-0.7724598467726544
415,-1.5350524242979458,-0.8265666900065862,0.3070104848595892,1.5822848065840365,0.5904047785761327,-0.11808095571522674
416,-1.5889280847630458,-0.948015916119128,1.0548346108931141,1.0548346108931141,0.5741504844101768,-0.14687570531423103
417,-0.9069873789362323,-1.468925211538028,0.6605234172687775,1.2816126006707622,0.8675531450694391,-0.43377657253472
418,-1.3273258177408693,-1.279059424368474,0.31373155692056903,1.472124997858055,0.4102643436653597,0.4102643436653597
419,-1.2415185214371052,-1.2415185214371052,-0.20430051618585254,1.3043802187250602,1.0215025809292635,0.36145475940573946
420,-1.0991652815916508,-1.0745111070512772,1.0457479034208417,1.4648688706071904,0.24448723085870386,-0.5814276162438077
421,-1.154012765457674,-1.2955009206095727,0.4554149993951743,1.5077331533374212,0.6853332515170093,-0.19896771818235764
422,-1.0947333334305287,-1.1406662005674737,0.444017715657138,1.6382722612177145,0.6277491842049189,-0.47463962708176727
423,-0.658696514203075,-1.2691957224888517,0.3052496041428883,1.7833003189400316,0.4980388278120813,-0.658696514203075
424,-1.1108407685689046,-1.316976168921897,0.05725983343138681,1.5002076359023346,0.8818014348433572,-0.011451966686277324
425,-1.0677732483226126,-1.1299736317200464,0.3628355698183634,1.295841320779869,1.1714405539850012,-0.6323705645405764
426,-1.5303383560085557,-0.13912166872805076,-0.13912166872805076,1.8085816934646564,0.4173650061841515,-0.4173650061841515
428,-1.1018983655819221,-1.3802726895184079,0.15078609213226246,1.1946898068940837,1.1946898068940837,-0.05799465082010132
429,-0.8352139950829471,-1.7067416421260226,0.689959387242435,1.2709778186044856,0.5447047794019225,0.0363136519601288
430,-1.3825538356097142,-1.062779479074134,1.0439692228073356,1.3637435793429156,0.08464615320059486,-0.047025640666996917
431,-1.258596811558783,-1.2991967087058403,-0.04059989714705736,1.3397966058528976,0.8931977372352654,0.365399074323518
432,-1.1806886145601305,-1.3324914364321472,0.7168466588400794,1.4252598275761572,0.5144428963440569,-0.1433693317680156
433,-1.0846377024931941,-1.4060118365652516,0.6025765013851084,1.4060118365652516,0.6829200349031226,-0.20085883379503572
434,-0.9034552106956952,-1.3566936107102583,0.8007211733590613,1.5077730773817788,0.43813045334741074,-0.4864758826822973
435,-1.030601886670389,-1.5970395648403741,0.7395158576108142,1.0699378365433052,0.8339221373058113,-0.015734379949165683
436,-0.4762223068216508,-1.539416294144406,0.852770177331793,1.5837160436161877,-0.011074937367945325,-0.4097726826139785
437,-1.0,-0.6666666666666667,1.3333333333333335,1.3333333333333335,-1.0,0.0
438,-0.8927716960634007,-1.374584992351585,1.3745849923515847,0.9777975718789619,0.4393003583804033,-0.5243262341959654
439,-1.164820806706804,-1.4388962906378167,0.2055566129482591,1.438896290637816,0.4796320968792719,0.4796320968792719
442,-1.3672078827258827,-0.9156529856788019,0.89056660250952,1.3797510743105241,0.5519004297242096,-0.5393572381395682
443,-1.4546793913797829,-0.8081552174332126,1.0568183612588165,1.429813076997222,0.03729947157384045,-0.2610963010168842
444,-1.128087586599061,-1.1782992002459034,0.8703346365452694,1.5331279366835904,0.28787991824189696,-0.3849557046257921
445,-1.198100382306826,-1.3932660554427794,-0.12468918005908133,1.0463048587566397,1.0788324709459651,0.5909182881060816
446,-1.5593819370902926,-0.8789243645418016,-0.19846679199331058,0.39693358398661976,1.332562746240795,0.9072767633979871
447,-0.47771746625685413,-1.6616259695890563,0.14539227233904184,1.6408556449691918,-0.16616259695890598,0.5192581154965794
448,-1.1999050697626354,-1.398054530824355,0.7815895408545603,1.1448635528010465,0.8146144510315139,-0.14310794410013067
450,-1.963961012123932,0.6546536707079772,0.6546536707079772,0.6546536707079772,0.6546536707079772,-0.6546536707079774
451,-1.3834699581349028,-0.6760137295431914,1.6821736990958471,0.8332262247857933,-0.2043762438153836,-0.25153999238816444
452,-1.1180339887498947,-1.1180339887498947,0.22360679774997907,0.8944271909999161,-0.4472135954999578,1.565247584249853
453,-1.4768656253944357,-1.0859306069076733,0.08687444855261428,1.2596795040129014,0.9990561583550599,0.21718612138153498
454,-1.2454096265233456,-0.8717867385663421,1.0196791317159888,1.5567620331541818,0.015567620331541765,-0.47481242011202557
455,-1.361615835139595,-0.9531310845977164,0.5786867299343281,1.4977774186535542,0.6808079175697979,-0.4425251464203682
456,-1.3318346925273274,-0.9439216752863584,0.374982583332937,-0.09051303735622623,0.21981737643654925,1.771469445400426
457,-1.5714285714285718,-0.14285714285714274,1.5714285714285714,0.14285714285714274,0.7142857142857145,-0.7142857142857143
458,-1.3147772319764057,-0.6904945175127887,1.4661184960887976,1.182353625878063,-0.17971775113346547,-0.4634826213442007
459,-1.1529227073966268,-1.1529227073966268,0.2882306768491573,1.7293840610949414,0.4803844614152617,-0.1921537845661041
461,-1.0932163332202425,-1.0932163332202425,1.2493900951088486,0.3123475237772121,1.2493900951088486,-0.6246950475544243
462,-0.2074349534112555,-0.4563568975047623,1.0371747670562779,1.5350186552432914,-0.4563568975047623,-1.452044673878789
463,-1.0557341321130569,-1.1562802399333478,1.1562802399333476,0.8546419164724743,0.9551880242927656,-0.7540958086521835
464,-1.2172540068010336,-0.8115026712006889,0.1352504452001149,1.487754897201263,1.0820035616009185,-0.6762522260005741
465,-1.244731385952795,-0.06551217820804213,1.5067800987849618,0.3275608910402091,0.7206339602884599,-1.244731385952795
466,-1.1315715764467402,-1.0202694541732904,1.5953304192527815,0.983168746748807,-0.018550353712241875,-0.40810778166931616
467,-1.1280666932744179,-1.071663358610697,1.0152600239469758,1.466486701256743,0.28201667331860436,-0.5640333466372093
468,-1.340012899705924,-0.7827798126995001,1.0481289017501783,1.207338355180585,0.650105268174161,-0.7827798126995001
469,-1.0932163332202427,-1.0932163332202427,1.0932163332202425,1.0932163332202425,0.7808688094430305,-0.7808688094430304
470,-1.65930827899993,0.3318616557999859,-0.2654893246399889,1.3274466231999438,0.9292126362399603,-0.6637233115999721
471,-1.4300456027566006,-0.7049520576969159,-0.10070743681384539,1.3494796533055244,1.22863072912891,-0.3424052851670736
472,-1.1329361428595472,-0.43574467033059516,-0.43574467033059516,1.8301276153884993,0.7843404065950711,-0.6100425384628333
473,-1.1885780903459022,-0.9078116123114373,1.338320211964283,1.28216691635739,0.04679441300574339,-0.5708918386700792
474,-1.3926212476455833,-0.6092717958449428,0.8703882797784888,1.653737731579129,-0.08703882797784931,-0.43519413988924494
475,-1.002611652397384,-1.3664626552835313,0.47704909267294876,1.4473184337026754,0.8166433620333529,-0.3719365807280618
476,-0.497946603233852,-0.9053574604251854,0.045267873021259286,-0.7695538413614075,0.045267873021259286,2.082322158977926
478,-1.356395118426947,-0.8776674295703775,1.174022665529206,1.3791916750391644,0.011398278306108758,-0.3305500708771551
479,-1.0676814246797597,-1.1375660270224348,0.8890874409151454,1.4947539945516635,0.42319009196397717,-0.6017840757285919
480,-1.7045329552617754,-0.8971226080325132,0.9868348688357645,0.04485613040162549,0.9868348688357645,0.5831296952211336
481,-0.7917689358154582,-1.350664655214605,-0.23287321641631128,-0.23287321641631128,1.4438139417811289,1.1643660820815558
482,0.6488856845230501,-1.2977713690461001,-0.8111071056538127,1.135549947915338,1.135549947915338,-0.8111071056538127
483,-0.8911327886790066,-0.8911327886790066,1.4852213144650115,-0.8911327886790066,4.0192593187087953e-16,1.1881770515720091
484,-1.2846019093707781,-1.43141355615601,0.8441669690150823,1.1377902625855458,0.47713785205200265,0.25692038187415545
485,-0.9090909090909091,-0.9999999999999999,0.1818181818181822,2.0000000000000004,0.09090909090909159,-0.3636363636363631
486,-1.0692856297197078,-1.2087576683788,0.23245339776515378,1.487701745696985,0.9763042706136462,-0.41841611597727696
487,-1.0633823105195948,-1.2070826227519724,0.4311009366971329,1.7531438092350071,0.3161406869112306,-0.22992049957180433
488,-1.2534688934236362,-1.3967224812434804,0.7520813360541818,1.1102153056037924,0.8237081299641039,-0.035813396954960906
490,-0.1240347345892085,-0.8682431421244591,-0.1240347345892085,2.1085904880165436,-0.8682431421244591,-0.1240347345892085
491,-1.2116227451709158,-0.8052399610763231,1.0460593886879335,1.3621348874281727,0.4590620338846328,-0.8503936037535
492,-0.87786318798776,-1.4281654849353114,-0.4061755048898592,1.3233459998024464,1.087502158253495,0.30135601975699305
494,-0.7293249574894728,0.5834599659915781,0.5834599659915781,-1.60451490647684,1.4586499149789454,-0.29172998299578917
495,-1.1160545820830983,-1.3220954280061314,0.8413334541857203,1.0988845115895123,0.9443538771472373,-0.4464218328332391
496,-1.7439550769285395,-0.2491364395612203,-0.08304547985374056,1.411773157513579,-0.2491364395612203,0.9135002783911393
497,-1.0945989348730574,-1.174691539863769,0.7475309799133075,1.6285496348111341,0.2669753499690385,-0.37376548995665365
498,-1.5582992135284999,-1.1284235684171895,0.8060168345837069,0.5910790120280519,1.1284235684171902,0.16120336691674136
499,-1.3111250892687778,-0.953545519468202,1.140849103649456,1.0897663079636597,0.6811039424772871,-0.6470487453534226
501,-1.3872581323813253,-0.8132202844993976,0.9088932591463857,1.4829311070283138,-0.5262013605584337,0.33485541126445806
505,-1.152091042301646,-1.3166754769161668,0.9875066076871251,1.3166754769161668,0.411461086536302,-0.24687665192178126
506,-1.1106649550317893,-1.1106649550317893,1.4524080181184935,-0.5980503604017327,0.42717882885838027,0.939793423488437
507,-1.135637505580282,-1.0291714894321304,0.6742847689382923,1.7389449304198066,0.14195468819753532,-0.39037539254322196
509,0.42717882885838054,0.939793423488437,-1.1106649550317893,-0.5980503604017328,-1.1106649550317893,1.452408018118494
510,-0.9403570790323589,-0.252290923642828,-0.5275173857986403,0.5733884628246091,1.9495207736036713,-0.8027438479544527
511,-0.7071067811865472,-0.1767766952966366,-0.1767766952966366,1.944543648263006,-1.237436867076458,0.3535533905932739
521,-0.98058067569092,1.3728129459672882,-0.3922322702763679,-0.3922322702763679,1.3728129459672882,-0.98058067569092
525,-0.8613567692141091,-1.5354620668599337,0.9362573578414225,0.26215206019559834,1.3856608896053055,-0.1872514715682848
534,1.131756012001783,-1.2301695782628068,-1.2301695782628068,0.5412746144356353,1.131756012001783,-0.3444474819135856
535,-1.74987818714616,-0.5745868674211269,1.2275264894905904,-0.18282309417944892,0.9924682255455841,0.2872934337105639
539,-0.5980503604017328,-1.1106649550317893,0.42717882885838054,0.939793423488437,1.452408018118494,-1.1106649550317893
544,-0.6585046078685182,-0.9407208683835974,0.7525766947068778,1.8814417367671947,-0.6585046078685182,-0.37628834735343897
545,-1.3681234074567572,-1.3198366989582833,0.7564917664760894,1.1427854344638797,0.7082050579776152,0.08047784749745628
