c28992r1000,aantal_inwoners,geometry,0-4,4-8,8-12,12-16,16-20,20-0,Total
70,1075,"POLYGON ((82000 451000, 82000 452000, 81000 452000, 81000 451000, 82000 451000))",0.010256410256410256,0.005128205128205128,0.015384615384615385,0.015384615384615385,0.005128205128205128,0.010256410256410256,0.06153846153846154
71,13870,"POLYGON ((82000 452000, 82000 453000, 81000 453000, 81000 452000, 82000 452000))",0.24615384615384617,0.15384615384615385,0.3333333333333333,0.5897435897435898,0.5487179487179487,0.49743589743589745,2.3692307692307693
72,14340,"POLYGON ((82000 453000, 82000 454000, 81000 454000, 81000 453000, 82000 453000))",0.20000000000000004,0.2717948717948718,0.6051282051282051,1.0,0.7282051282051283,0.4256410256410256,3.2307692307692304
73,14900,"POLYGON ((82000 454000, 82000 455000, 81000 455000, 81000 454000, 82000 454000))",0.38461538461538464,0.2923076923076923,1.2153846153846153,1.4974358974358974,1.117948717948718,0.7692307692307693,5.276923076923077
74,4165,"POLYGON ((82000 455000, 82000 456000, 81000 456000, 81000 455000, 82000 455000))",0.20512820512820515,0.13333333333333333,0.5897435897435898,0.7743589743589743,0.5948717948717949,0.3076923076923077,2.6051282051282048
75,4755,"POLYGON ((82000 456000, 82000 457000, 81000 457000, 81000 456000, 82000 456000))",0.041025641025641026,0.05641025641025641,0.25641025641025644,0.2153846153846154,0.1692307692307692,0.14871794871794872,0.8871794871794871
76,4365,"POLYGON ((82000 457000, 82000 458000, 81000 458000, 81000 457000, 82000 457000))",0.005128205128205128,0.020512820512820513,0.13333333333333333,0.12307692307692308,0.11794871794871796,0.10256410256410257,0.5025641025641026
77,190,"POLYGON ((82000 458000, 82000 459000, 81000 459000, 81000 458000, 82000 458000))",0.0,0.0,0.010256410256410256,0.005128205128205128,0.0,0.005128205128205128,0.020512820512820513
80,8935,"POLYGON ((83000 452000, 83000 453000, 82000 453000, 82000 452000, 83000 452000))",0.08717948717948719,0.06666666666666667,0.18461538461538463,0.22051282051282053,0.20512820512820515,0.18974358974358974,0.9538461538461539
81,15070,"POLYGON ((83000 453000, 83000 454000, 82000 454000, 82000 453000, 83000 453000))",0.19487179487179487,0.23589743589743592,0.6,0.8717948717948718,0.7846153846153846,0.6153846153846154,3.3025641025641024
82,9120,"POLYGON ((83000 454000, 83000 455000, 82000 455000, 82000 454000, 83000 454000))",0.18461538461538463,0.15384615384615385,0.29743589743589743,0.34358974358974365,0.38974358974358975,0.317948717948718,1.6871794871794872
83,5850,"POLYGON ((83000 455000, 83000 456000, 82000 456000, 82000 455000, 83000 455000))",0.11282051282051282,0.18974358974358974,0.8615384615384616,0.9846153846153847,0.6051282051282052,0.26153846153846155,3.0153846153846158
84,4495,"POLYGON ((83000 456000, 83000 457000, 82000 457000, 82000 456000, 83000 456000))",0.03076923076923077,0.03076923076923077,0.1641025641025641,0.18461538461538463,0.11282051282051282,0.046153846153846156,0.5692307692307692
85,1550,"POLYGON ((83000 457000, 83000 458000, 82000 458000, 82000 457000, 83000 457000))",0.041025641025641026,0.05641025641025641,0.13846153846153847,0.12307692307692308,0.158974358974359,0.046153846153846156,0.5641025641025641
86,565,"POLYGON ((83000 458000, 83000 459000, 82000 459000, 82000 458000, 83000 458000))",0.010256410256410256,0.015384615384615385,0.05128205128205129,0.041025641025641026,0.015384615384615385,0.025641025641025644,0.15897435897435896
89,10,"POLYGON ((84000 450000, 84000 451000, 83000 451000, 83000 450000, 84000 450000))",0.0,0.005128205128205128,0.010256410256410256,0.005128205128205128,0.010256410256410256,0.0,0.03076923076923077
90,45,"POLYGON ((84000 451000, 84000 452000, 83000 452000, 83000 451000, 84000 451000))",0.0,0.005128205128205128,0.010256410256410256,0.0,0.020512820512820513,0.005128205128205128,0.041025641025641026
91,6300,"POLYGON ((84000 452000, 84000 453000, 83000 453000, 83000 452000, 84000 452000))",0.0,0.0,0.005128205128205128,0.0,0.005128205128205128,0.005128205128205128,0.015384615384615385
92,2885,"POLYGON ((84000 453000, 84000 454000, 83000 454000, 83000 453000, 84000 453000))",0.015384615384615385,0.0358974358974359,0.05641025641025641,0.09743589743589744,0.11282051282051282,0.03076923076923077,0.3487179487179487
93,7470,"POLYGON ((84000 454000, 84000 455000, 83000 455000, 83000 454000, 84000 454000))",0.03076923076923077,0.015384615384615385,0.07692307692307693,0.06153846153846154,0.06666666666666667,0.06153846153846154,0.3128205128205128
94,9850,"POLYGON ((84000 455000, 84000 456000, 83000 456000, 83000 455000, 84000 455000))",0.07692307692307693,0.08717948717948719,0.3025641025641026,0.26666666666666666,0.2153846153846154,0.11794871794871796,1.0666666666666667
95,3455,"POLYGON ((84000 456000, 84000 457000, 83000 457000, 83000 456000, 84000 456000))",0.041025641025641026,0.06666666666666667,0.23076923076923075,0.15384615384615385,0.0717948717948718,0.08205128205128205,0.6461538461538462
96,225,"POLYGON ((84000 457000, 84000 458000, 83000 458000, 83000 457000, 84000 457000))",0.010256410256410256,0.005128205128205128,0.11282051282051282,0.05641025641025641,0.05128205128205129,0.015384615384615385,0.2512820512820513
97,2220,"POLYGON ((85000 449000, 85000 450000, 84000 450000, 84000 449000, 85000 449000))",0.025641025641025644,0.010256410256410256,0.06153846153846154,0.10256410256410257,0.05641025641025641,0.046153846153846156,0.3025641025641026
98,5915,"POLYGON ((85000 450000, 85000 451000, 84000 451000, 84000 450000, 85000 450000))",0.0717948717948718,0.041025641025641026,0.05641025641025641,0.08717948717948719,0.12307692307692308,0.13846153846153847,0.517948717948718
99,1270,"POLYGON ((85000 451000, 85000 452000, 84000 452000, 84000 451000, 85000 451000))",0.020512820512820513,0.015384615384615385,0.11282051282051282,0.15384615384615385,0.10256410256410257,0.046153846153846156,0.45128205128205134
100,425,"POLYGON ((85000 452000, 85000 453000, 84000 453000, 84000 452000, 85000 452000))",0.005128205128205128,0.0,0.005128205128205128,0.041025641025641026,0.020512820512820513,0.010256410256410256,0.08205128205128205
101,4125,"POLYGON ((85000 453000, 85000 454000, 84000 454000, 84000 453000, 85000 453000))",0.0,0.0,0.010256410256410256,0.005128205128205128,0.010256410256410256,0.005128205128205128,0.030769230769230767
102,3500,"POLYGON ((85000 455000, 85000 456000, 84000 456000, 84000 455000, 85000 455000))",0.005128205128205128,0.010256410256410256,0.020512820512820513,0.015384615384615385,0.03076923076923077,0.010256410256410256,0.09230769230769231
103,7815,"POLYGON ((85000 456000, 85000 457000, 84000 457000, 84000 456000, 85000 456000))",0.12307692307692308,0.158974358974359,0.6102564102564102,0.6153846153846154,0.47179487179487184,0.26153846153846155,2.241025641025641
104,2845,"POLYGON ((85000 457000, 85000 458000, 84000 458000, 84000 457000, 85000 457000))",0.05128205128205129,0.041025641025641026,0.1641025641025641,0.11794871794871796,0.11282051282051282,0.0717948717948718,0.558974358974359
106,2290,"POLYGON ((86000 449000, 86000 450000, 85000 450000, 85000 449000, 86000 449000))",0.010256410256410256,0.015384615384615385,0.025641025641025644,0.05641025641025641,0.041025641025641026,0.03076923076923077,0.1794871794871795
107,5345,"POLYGON ((86000 450000, 86000 451000, 85000 451000, 85000 450000, 86000 450000))",0.0358974358974359,0.03076923076923077,0.1692307692307692,0.15384615384615385,0.10256410256410257,0.0717948717948718,0.5641025641025641
108,6650,"POLYGON ((86000 451000, 86000 452000, 85000 452000, 85000 451000, 86000 451000))",0.025641025641025644,0.05641025641025641,0.10256410256410257,0.11794871794871796,0.11794871794871796,0.09743589743589744,0.517948717948718
109,125,"POLYGON ((86000 452000, 86000 453000, 85000 453000, 85000 452000, 86000 452000))",0.0,0.020512820512820513,0.005128205128205128,0.015384615384615385,0.025641025641025644,0.0,0.06666666666666667
110,195,"POLYGON ((86000 453000, 86000 454000, 85000 454000, 85000 453000, 86000 453000))",0.0,0.015384615384615385,0.0358974358974359,0.025641025641025644,0.025641025641025644,0.020512820512820513,0.12307692307692308
111,3560,"POLYGON ((86000 454000, 86000 455000, 85000 455000, 85000 454000, 86000 454000))",0.005128205128205128,0.010256410256410256,0.0717948717948718,0.05641025641025641,0.03076923076923077,0.015384615384615385,0.18974358974358976
112,4635,"POLYGON ((86000 456000, 86000 457000, 85000 457000, 85000 456000, 86000 456000))",0.025641025641025644,0.0,0.10256410256410257,0.09743589743589744,0.0358974358974359,0.05128205128205129,0.3128205128205128
113,405,"POLYGON ((86000 457000, 86000 458000, 85000 458000, 85000 457000, 86000 457000))",0.0,0.0,0.0,0.005128205128205128,0.0,0.0,0.005128205128205128
114,1930,"POLYGON ((87000 449000, 87000 450000, 86000 450000, 86000 449000, 87000 449000))",0.010256410256410256,0.020512820512820513,0.03076923076923077,0.03076923076923077,0.015384615384615385,0.010256410256410256,0.11794871794871796
115,2670,"POLYGON ((87000 450000, 87000 451000, 86000 451000, 86000 450000, 87000 450000))",0.025641025641025644,0.010256410256410256,0.03076923076923077,0.03076923076923077,0.03076923076923077,0.0358974358974359,0.16410256410256413
116,4800,"POLYGON ((87000 451000, 87000 452000, 86000 452000, 86000 451000, 87000 451000))",0.025641025641025644,0.020512820512820513,0.1435897435897436,0.1641025641025641,0.11794871794871796,0.03076923076923077,0.5025641025641026
117,2745,"POLYGON ((87000 452000, 87000 453000, 86000 453000, 86000 452000, 87000 452000))",0.09743589743589744,0.08205128205128205,0.14871794871794872,0.2717948717948718,0.20000000000000004,0.20512820512820515,1.005128205128205
118,2240,"POLYGON ((87000 453000, 87000 454000, 86000 454000, 86000 453000, 87000 453000))",0.010256410256410256,0.06153846153846154,0.2512820512820513,0.09230769230769231,0.06666666666666667,0.041025641025641026,0.5230769230769231
119,1885,"POLYGON ((87000 454000, 87000 455000, 86000 455000, 86000 454000, 87000 454000))",0.0,0.0,0.010256410256410256,0.015384615384615385,0.0,0.005128205128205128,0.030769230769230767
121,3345,"POLYGON ((88000 452000, 88000 453000, 87000 453000, 87000 452000, 88000 452000))",0.0358974358974359,0.020512820512820513,0.07692307692307693,0.10256410256410257,0.08717948717948719,0.06153846153846154,0.3846153846153847
122,5100,"POLYGON ((88000 453000, 88000 454000, 87000 454000, 87000 453000, 88000 453000))",0.06153846153846154,0.041025641025641026,0.20000000000000004,0.23589743589743592,0.11794871794871796,0.11282051282051282,0.7692307692307694
123,4015,"POLYGON ((88000 454000, 88000 455000, 87000 455000, 87000 454000, 88000 454000))",0.020512820512820513,0.015384615384615385,0.08205128205128205,0.05641025641025641,0.06153846153846154,0.041025641025641026,0.27692307692307694
125,1955,"POLYGON ((89000 452000, 89000 453000, 88000 453000, 88000 452000, 89000 452000))",0.025641025641025644,0.005128205128205128,0.046153846153846156,0.020512820512820513,0.03076923076923077,0.03076923076923077,0.15897435897435896
126,4450,"POLYGON ((89000 453000, 89000 454000, 88000 454000, 88000 453000, 89000 453000))",0.025641025641025644,0.025641025641025644,0.06153846153846154,0.07692307692307693,0.09230769230769231,0.08717948717948719,0.36923076923076925
127,170,"POLYGON ((89000 454000, 89000 455000, 88000 455000, 88000 454000, 89000 454000))",0.015384615384615385,0.0,0.005128205128205128,0.0,0.010256410256410256,0.0,0.03076923076923077
